model;query;category;subcategory;contains reachability
Raft-PT-02;2;CTL;Cardinality;False
Raft-PT-02;3;CTL;Cardinality;False
Raft-PT-02;4;CTL;Cardinality;False
Raft-PT-02;5;CTL;Cardinality;True
Raft-PT-02;6;CTL;Cardinality;False
Raft-PT-02;7;CTL;Cardinality;True
Raft-PT-02;8;CTL;Cardinality;True
Raft-PT-02;9;CTL;Cardinality;True
Raft-PT-02;10;CTL;Cardinality;True
Raft-PT-02;11;CTL;Cardinality;True
Raft-PT-02;12;CTL;Cardinality;False
Raft-PT-02;13;CTL;Cardinality;True
Raft-PT-02;14;CTL;Cardinality;True
Raft-PT-02;15;CTL;Cardinality;False
Raft-PT-02;16;CTL;Cardinality;False
Raft-PT-02;1;CTL;Fireability;False
Raft-PT-02;2;CTL;Fireability;True
Raft-PT-02;3;CTL;Fireability;True
Raft-PT-02;4;CTL;Fireability;True
Raft-PT-02;5;CTL;Fireability;True
Raft-PT-02;6;CTL;Fireability;True
Raft-PT-02;7;CTL;Fireability;False
Raft-PT-02;8;CTL;Fireability;True
Raft-PT-02;9;CTL;Fireability;False
Raft-PT-02;10;CTL;Fireability;True
Raft-PT-02;11;CTL;Fireability;True
Raft-PT-02;12;CTL;Fireability;False
Raft-PT-02;13;CTL;Fireability;True
Raft-PT-02;14;CTL;Fireability;True
Raft-PT-02;15;CTL;Fireability;True
Raft-PT-02;16;CTL;Fireability;False
Raft-PT-03;1;CTL;Cardinality;False
Raft-PT-03;2;CTL;Cardinality;False
Raft-PT-03;3;CTL;Cardinality;False
Raft-PT-03;4;CTL;Cardinality;True
Raft-PT-03;5;CTL;Cardinality;False
Raft-PT-03;6;CTL;Cardinality;True
Raft-PT-03;7;CTL;Cardinality;True
Raft-PT-03;8;CTL;Cardinality;True
Raft-PT-03;9;CTL;Cardinality;False
Raft-PT-03;10;CTL;Cardinality;False
Raft-PT-03;11;CTL;Cardinality;False
Raft-PT-03;12;CTL;Cardinality;True
Raft-PT-03;13;CTL;Cardinality;False
Raft-PT-03;14;CTL;Cardinality;False
Raft-PT-03;15;CTL;Cardinality;False
Raft-PT-03;16;CTL;Cardinality;False
Raft-PT-03;1;CTL;Fireability;False
Raft-PT-03;2;CTL;Fireability;False
Raft-PT-03;3;CTL;Fireability;False
Raft-PT-03;4;CTL;Fireability;False
Raft-PT-03;5;CTL;Fireability;True
Raft-PT-03;6;CTL;Fireability;False
Raft-PT-03;7;CTL;Fireability;False
Raft-PT-03;8;CTL;Fireability;False
Raft-PT-03;9;CTL;Fireability;True
Raft-PT-03;10;CTL;Fireability;True
Raft-PT-03;11;CTL;Fireability;True
Raft-PT-03;12;CTL;Fireability;False
Raft-PT-03;13;CTL;Fireability;False
Raft-PT-03;14;CTL;Fireability;False
Raft-PT-03;15;CTL;Fireability;False
Raft-PT-03;16;CTL;Fireability;False
Raft-PT-04;1;CTL;Cardinality;False
Raft-PT-04;2;CTL;Cardinality;True
Raft-PT-04;3;CTL;Cardinality;True
Raft-PT-04;4;CTL;Cardinality;False
Raft-PT-04;5;CTL;Cardinality;True
Raft-PT-04;6;CTL;Cardinality;False
Raft-PT-04;7;CTL;Cardinality;False
Raft-PT-04;8;CTL;Cardinality;False
Raft-PT-04;9;CTL;Cardinality;False
Raft-PT-04;10;CTL;Cardinality;True
Raft-PT-04;11;CTL;Cardinality;False
Raft-PT-04;12;CTL;Cardinality;False
Raft-PT-04;13;CTL;Cardinality;False
Raft-PT-04;14;CTL;Cardinality;False
Raft-PT-04;15;CTL;Cardinality;False
Raft-PT-04;16;CTL;Cardinality;True
Raft-PT-04;1;CTL;Fireability;True
Raft-PT-04;2;CTL;Fireability;False
Raft-PT-04;3;CTL;Fireability;False
Raft-PT-04;4;CTL;Fireability;False
Raft-PT-04;5;CTL;Fireability;False
Raft-PT-04;6;CTL;Fireability;True
Raft-PT-04;7;CTL;Fireability;False
Raft-PT-04;8;CTL;Fireability;False
Raft-PT-04;9;CTL;Fireability;True
Raft-PT-04;10;CTL;Fireability;False
Raft-PT-04;11;CTL;Fireability;False
Raft-PT-04;12;CTL;Fireability;False
Raft-PT-04;13;CTL;Fireability;True
Raft-PT-04;14;CTL;Fireability;False
Raft-PT-04;15;CTL;Fireability;False
Raft-PT-04;16;CTL;Fireability;False
Raft-PT-05;1;CTL;Cardinality;False
Raft-PT-05;2;CTL;Cardinality;True
Raft-PT-05;3;CTL;Cardinality;False
Raft-PT-05;4;CTL;Cardinality;False
Raft-PT-05;5;CTL;Cardinality;False
Raft-PT-05;6;CTL;Cardinality;False
Raft-PT-05;7;CTL;Cardinality;False
Raft-PT-05;8;CTL;Cardinality;True
Raft-PT-05;9;CTL;Cardinality;True
Raft-PT-05;10;CTL;Cardinality;False
Raft-PT-05;11;CTL;Cardinality;False
Raft-PT-05;12;CTL;Cardinality;True
Raft-PT-05;13;CTL;Cardinality;False
Raft-PT-05;14;CTL;Cardinality;True
Raft-PT-05;15;CTL;Cardinality;True
Raft-PT-05;16;CTL;Cardinality;False
Raft-PT-05;1;CTL;Fireability;True
Raft-PT-05;2;CTL;Fireability;False
Raft-PT-05;3;CTL;Fireability;True
Raft-PT-05;4;CTL;Fireability;True
Raft-PT-05;5;CTL;Fireability;True
Raft-PT-05;6;CTL;Fireability;False
Raft-PT-05;7;CTL;Fireability;False
Raft-PT-05;8;CTL;Fireability;False
Raft-PT-05;9;CTL;Fireability;True
Raft-PT-05;10;CTL;Fireability;True
Raft-PT-05;11;CTL;Fireability;False
Raft-PT-05;12;CTL;Fireability;True
Raft-PT-05;13;CTL;Fireability;False
Raft-PT-05;14;CTL;Fireability;False
Raft-PT-05;15;CTL;Fireability;False
Raft-PT-05;16;CTL;Fireability;False
Raft-PT-06;1;CTL;Cardinality;False
Raft-PT-06;2;CTL;Cardinality;True
Raft-PT-06;3;CTL;Cardinality;True
Raft-PT-06;4;CTL;Cardinality;True
Raft-PT-06;5;CTL;Cardinality;True
Raft-PT-06;6;CTL;Cardinality;False
Raft-PT-06;7;CTL;Cardinality;False
Raft-PT-06;8;CTL;Cardinality;False
Raft-PT-06;9;CTL;Cardinality;False
Raft-PT-06;10;CTL;Cardinality;False
Raft-PT-06;11;CTL;Cardinality;False
Raft-PT-06;12;CTL;Cardinality;False
Raft-PT-06;13;CTL;Cardinality;False
Raft-PT-06;14;CTL;Cardinality;False
Raft-PT-06;15;CTL;Cardinality;False
Raft-PT-06;16;CTL;Cardinality;False
Raft-PT-06;1;CTL;Fireability;True
Raft-PT-06;2;CTL;Fireability;False
Raft-PT-06;3;CTL;Fireability;True
Raft-PT-06;4;CTL;Fireability;False
Raft-PT-06;5;CTL;Fireability;True
Raft-PT-06;6;CTL;Fireability;True
Raft-PT-06;7;CTL;Fireability;False
Raft-PT-06;8;CTL;Fireability;True
Raft-PT-06;9;CTL;Fireability;False
Raft-PT-06;10;CTL;Fireability;True
Raft-PT-06;11;CTL;Fireability;True
Raft-PT-06;12;CTL;Fireability;False
Raft-PT-06;13;CTL;Fireability;False
Raft-PT-06;14;CTL;Fireability;True
Raft-PT-06;15;CTL;Fireability;True
Raft-PT-06;16;CTL;Fireability;False
Raft-PT-07;1;CTL;Cardinality;False
Raft-PT-07;2;CTL;Cardinality;False
Raft-PT-07;3;CTL;Cardinality;True
Raft-PT-07;4;CTL;Cardinality;False
Raft-PT-07;5;CTL;Cardinality;True
Raft-PT-07;6;CTL;Cardinality;False
Raft-PT-07;7;CTL;Cardinality;False
Raft-PT-07;8;CTL;Cardinality;False
Raft-PT-07;9;CTL;Cardinality;False
Raft-PT-07;10;CTL;Cardinality;False
Raft-PT-07;11;CTL;Cardinality;False
Raft-PT-07;12;CTL;Cardinality;False
Raft-PT-07;13;CTL;Cardinality;True
Raft-PT-07;14;CTL;Cardinality;True
Raft-PT-07;15;CTL;Cardinality;False
Raft-PT-07;16;CTL;Cardinality;True
Raft-PT-07;1;CTL;Fireability;True
Raft-PT-07;2;CTL;Fireability;True
Raft-PT-07;3;CTL;Fireability;False
Raft-PT-07;4;CTL;Fireability;True
Raft-PT-07;5;CTL;Fireability;False
Raft-PT-07;6;CTL;Fireability;True
Raft-PT-07;7;CTL;Fireability;False
Raft-PT-07;8;CTL;Fireability;True
Raft-PT-07;9;CTL;Fireability;True
Raft-PT-07;10;CTL;Fireability;True
Raft-PT-07;11;CTL;Fireability;False
Raft-PT-07;12;CTL;Fireability;True
Raft-PT-07;13;CTL;Fireability;False
Raft-PT-07;14;CTL;Fireability;True
Raft-PT-07;15;CTL;Fireability;False
Raft-PT-07;16;CTL;Fireability;False
Raft-PT-08;1;CTL;Cardinality;True
Raft-PT-08;2;CTL;Cardinality;True
Raft-PT-08;3;CTL;Cardinality;True
Raft-PT-08;4;CTL;Cardinality;False
Raft-PT-08;5;CTL;Cardinality;False
Raft-PT-08;6;CTL;Cardinality;True
Raft-PT-08;7;CTL;Cardinality;False
Raft-PT-08;8;CTL;Cardinality;False
Raft-PT-08;9;CTL;Cardinality;False
Raft-PT-08;10;CTL;Cardinality;False
Raft-PT-08;11;CTL;Cardinality;False
Raft-PT-08;12;CTL;Cardinality;False
Raft-PT-08;13;CTL;Cardinality;False
Raft-PT-08;14;CTL;Cardinality;True
Raft-PT-08;15;CTL;Cardinality;False
Raft-PT-08;16;CTL;Cardinality;False
Raft-PT-08;1;CTL;Fireability;False
Raft-PT-08;2;CTL;Fireability;True
Raft-PT-08;3;CTL;Fireability;True
Raft-PT-08;4;CTL;Fireability;False
Raft-PT-08;5;CTL;Fireability;True
Raft-PT-08;6;CTL;Fireability;False
Raft-PT-08;7;CTL;Fireability;False
Raft-PT-08;8;CTL;Fireability;True
Raft-PT-08;9;CTL;Fireability;True
Raft-PT-08;10;CTL;Fireability;True
Raft-PT-08;11;CTL;Fireability;True
Raft-PT-08;12;CTL;Fireability;True
Raft-PT-08;13;CTL;Fireability;True
Raft-PT-08;14;CTL;Fireability;True
Raft-PT-08;15;CTL;Fireability;False
Raft-PT-08;16;CTL;Fireability;False
Raft-PT-09;1;CTL;Cardinality;True
Raft-PT-09;2;CTL;Cardinality;False
Raft-PT-09;3;CTL;Cardinality;False
Raft-PT-09;4;CTL;Cardinality;True
Raft-PT-09;5;CTL;Cardinality;False
Raft-PT-09;6;CTL;Cardinality;False
Raft-PT-09;7;CTL;Cardinality;False
Raft-PT-09;8;CTL;Cardinality;True
Raft-PT-09;9;CTL;Cardinality;False
Raft-PT-09;10;CTL;Cardinality;False
Raft-PT-09;11;CTL;Cardinality;True
Raft-PT-09;12;CTL;Cardinality;False
Raft-PT-09;13;CTL;Cardinality;False
Raft-PT-09;14;CTL;Cardinality;True
Raft-PT-09;15;CTL;Cardinality;True
Raft-PT-09;16;CTL;Cardinality;True
Raft-PT-09;1;CTL;Fireability;True
Raft-PT-09;2;CTL;Fireability;False
Raft-PT-09;3;CTL;Fireability;True
Raft-PT-09;4;CTL;Fireability;False
Raft-PT-09;5;CTL;Fireability;True
Raft-PT-09;6;CTL;Fireability;False
Raft-PT-09;7;CTL;Fireability;True
Raft-PT-09;8;CTL;Fireability;True
Raft-PT-09;9;CTL;Fireability;True
Raft-PT-09;10;CTL;Fireability;True
Raft-PT-09;11;CTL;Fireability;False
Raft-PT-09;12;CTL;Fireability;True
Raft-PT-09;13;CTL;Fireability;True
Raft-PT-09;14;CTL;Fireability;False
Raft-PT-09;15;CTL;Fireability;True
Raft-PT-09;16;CTL;Fireability;True
Raft-PT-10;1;CTL;Cardinality;True
Raft-PT-10;2;CTL;Cardinality;False
Raft-PT-10;3;CTL;Cardinality;True
Raft-PT-10;4;CTL;Cardinality;False
Raft-PT-10;5;CTL;Cardinality;False
Raft-PT-10;6;CTL;Cardinality;True
Raft-PT-10;7;CTL;Cardinality;False
Raft-PT-10;8;CTL;Cardinality;True
Raft-PT-10;9;CTL;Cardinality;False
Raft-PT-10;10;CTL;Cardinality;True
Raft-PT-10;11;CTL;Cardinality;False
Raft-PT-10;12;CTL;Cardinality;True
Raft-PT-10;13;CTL;Cardinality;True
Raft-PT-10;14;CTL;Cardinality;True
Raft-PT-10;15;CTL;Cardinality;True
Raft-PT-10;16;CTL;Cardinality;True
Raft-PT-10;1;CTL;Fireability;True
Raft-PT-10;2;CTL;Fireability;False
Raft-PT-10;3;CTL;Fireability;True
Raft-PT-10;4;CTL;Fireability;False
Raft-PT-10;5;CTL;Fireability;True
Raft-PT-10;6;CTL;Fireability;False
Raft-PT-10;7;CTL;Fireability;True
Raft-PT-10;8;CTL;Fireability;True
Raft-PT-10;9;CTL;Fireability;True
Raft-PT-10;10;CTL;Fireability;True
Raft-PT-10;11;CTL;Fireability;False
Raft-PT-10;12;CTL;Fireability;True
Raft-PT-10;13;CTL;Fireability;False
Raft-PT-10;14;CTL;Fireability;False
Raft-PT-10;15;CTL;Fireability;False
Raft-PT-10;16;CTL;Fireability;True
Railroad-PT-005;1;CTL;Cardinality;False
Railroad-PT-005;2;CTL;Cardinality;False
Railroad-PT-005;3;CTL;Cardinality;False
Railroad-PT-005;4;CTL;Cardinality;False
Railroad-PT-005;5;CTL;Cardinality;False
Railroad-PT-005;6;CTL;Cardinality;False
Railroad-PT-005;7;CTL;Cardinality;False
Railroad-PT-005;8;CTL;Cardinality;False
Railroad-PT-005;9;CTL;Cardinality;False
Railroad-PT-005;10;CTL;Cardinality;False
Railroad-PT-005;11;CTL;Cardinality;True
Railroad-PT-005;12;CTL;Cardinality;True
Railroad-PT-005;13;CTL;Cardinality;True
Railroad-PT-005;14;CTL;Cardinality;False
Railroad-PT-005;15;CTL;Cardinality;False
Railroad-PT-005;16;CTL;Cardinality;False
Railroad-PT-005;1;CTL;Fireability;True
Railroad-PT-005;2;CTL;Fireability;True
Railroad-PT-005;3;CTL;Fireability;False
Railroad-PT-005;4;CTL;Fireability;False
Railroad-PT-005;5;CTL;Fireability;False
Railroad-PT-005;6;CTL;Fireability;False
Railroad-PT-005;7;CTL;Fireability;True
Railroad-PT-005;8;CTL;Fireability;True
Railroad-PT-005;9;CTL;Fireability;True
Railroad-PT-005;10;CTL;Fireability;False
Railroad-PT-005;11;CTL;Fireability;True
Railroad-PT-005;12;CTL;Fireability;True
Railroad-PT-005;13;CTL;Fireability;False
Railroad-PT-005;14;CTL;Fireability;False
Railroad-PT-005;15;CTL;Fireability;True
Railroad-PT-005;16;CTL;Fireability;False
Railroad-PT-010;1;CTL;Cardinality;False
Railroad-PT-010;2;CTL;Cardinality;False
Railroad-PT-010;3;CTL;Cardinality;True
Railroad-PT-010;4;CTL;Cardinality;False
Railroad-PT-010;5;CTL;Cardinality;False
Railroad-PT-010;6;CTL;Cardinality;True
Railroad-PT-010;7;CTL;Cardinality;False
Railroad-PT-010;8;CTL;Cardinality;False
Railroad-PT-010;9;CTL;Cardinality;True
Railroad-PT-010;10;CTL;Cardinality;False
Railroad-PT-010;11;CTL;Cardinality;True
Railroad-PT-010;12;CTL;Cardinality;False
Railroad-PT-010;13;CTL;Cardinality;True
Railroad-PT-010;14;CTL;Cardinality;True
Railroad-PT-010;15;CTL;Cardinality;False
Railroad-PT-010;16;CTL;Cardinality;False
Railroad-PT-010;1;CTL;Fireability;True
Railroad-PT-010;2;CTL;Fireability;True
Railroad-PT-010;3;CTL;Fireability;False
Railroad-PT-010;4;CTL;Fireability;False
Railroad-PT-010;5;CTL;Fireability;False
Railroad-PT-010;6;CTL;Fireability;False
Railroad-PT-010;7;CTL;Fireability;False
Railroad-PT-010;8;CTL;Fireability;True
Railroad-PT-010;9;CTL;Fireability;True
Railroad-PT-010;10;CTL;Fireability;False
Railroad-PT-010;11;CTL;Fireability;True
Railroad-PT-010;12;CTL;Fireability;True
Railroad-PT-010;13;CTL;Fireability;False
Railroad-PT-010;14;CTL;Fireability;False
Railroad-PT-010;15;CTL;Fireability;False
Railroad-PT-010;16;CTL;Fireability;False
Railroad-PT-020;1;CTL;Cardinality;False
Railroad-PT-020;2;CTL;Cardinality;True
Railroad-PT-020;3;CTL;Cardinality;False
Railroad-PT-020;4;CTL;Cardinality;False
Railroad-PT-020;5;CTL;Cardinality;False
Railroad-PT-020;6;CTL;Cardinality;False
Railroad-PT-020;7;CTL;Cardinality;True
Railroad-PT-020;8;CTL;Cardinality;False
Railroad-PT-020;9;CTL;Cardinality;False
Railroad-PT-020;10;CTL;Cardinality;False
Railroad-PT-020;11;CTL;Cardinality;False
Railroad-PT-020;12;CTL;Cardinality;False
Railroad-PT-020;13;CTL;Cardinality;True
Railroad-PT-020;14;CTL;Cardinality;False
Railroad-PT-020;15;CTL;Cardinality;False
Railroad-PT-020;16;CTL;Cardinality;False
Railroad-PT-020;1;CTL;Fireability;False
Railroad-PT-020;2;CTL;Fireability;True
Railroad-PT-020;3;CTL;Fireability;True
Railroad-PT-020;4;CTL;Fireability;False
Railroad-PT-020;5;CTL;Fireability;False
Railroad-PT-020;6;CTL;Fireability;False
Railroad-PT-020;7;CTL;Fireability;True
Railroad-PT-020;8;CTL;Fireability;False
Railroad-PT-020;9;CTL;Fireability;False
Railroad-PT-020;10;CTL;Fireability;False
Railroad-PT-020;11;CTL;Fireability;True
Railroad-PT-020;12;CTL;Fireability;False
Railroad-PT-020;13;CTL;Fireability;False
Railroad-PT-020;14;CTL;Fireability;False
Railroad-PT-020;15;CTL;Fireability;True
Railroad-PT-020;16;CTL;Fireability;True
Railroad-PT-050;1;CTL;Cardinality;False
Railroad-PT-050;2;CTL;Cardinality;True
Railroad-PT-050;3;CTL;Cardinality;True
Railroad-PT-050;4;CTL;Cardinality;False
Railroad-PT-050;5;CTL;Cardinality;True
Railroad-PT-050;6;CTL;Cardinality;True
Railroad-PT-050;7;CTL;Cardinality;False
Railroad-PT-050;8;CTL;Cardinality;True
Railroad-PT-050;9;CTL;Cardinality;False
Railroad-PT-050;10;CTL;Cardinality;False
Railroad-PT-050;11;CTL;Cardinality;True
Railroad-PT-050;12;CTL;Cardinality;False
Railroad-PT-050;13;CTL;Cardinality;False
Railroad-PT-050;14;CTL;Cardinality;False
Railroad-PT-050;15;CTL;Cardinality;False
Railroad-PT-050;16;CTL;Cardinality;True
Railroad-PT-050;1;CTL;Fireability;True
Railroad-PT-050;2;CTL;Fireability;False
Railroad-PT-050;3;CTL;Fireability;True
Railroad-PT-050;4;CTL;Fireability;True
Railroad-PT-050;5;CTL;Fireability;True
Railroad-PT-050;6;CTL;Fireability;True
Railroad-PT-050;7;CTL;Fireability;False
Railroad-PT-050;8;CTL;Fireability;True
Railroad-PT-050;9;CTL;Fireability;True
Railroad-PT-050;10;CTL;Fireability;False
Railroad-PT-050;11;CTL;Fireability;False
Railroad-PT-050;12;CTL;Fireability;True
Railroad-PT-050;13;CTL;Fireability;True
Railroad-PT-050;14;CTL;Fireability;True
Railroad-PT-050;15;CTL;Fireability;False
Railroad-PT-050;16;CTL;Fireability;True
Railroad-PT-100;1;CTL;Cardinality;False
Railroad-PT-100;2;CTL;Cardinality;True
Railroad-PT-100;3;CTL;Cardinality;False
Railroad-PT-100;4;CTL;Cardinality;True
Railroad-PT-100;5;CTL;Cardinality;False
Railroad-PT-100;6;CTL;Cardinality;True
Railroad-PT-100;7;CTL;Cardinality;False
Railroad-PT-100;8;CTL;Cardinality;False
Railroad-PT-100;9;CTL;Cardinality;False
Railroad-PT-100;10;CTL;Cardinality;False
Railroad-PT-100;11;CTL;Cardinality;False
Railroad-PT-100;12;CTL;Cardinality;False
Railroad-PT-100;13;CTL;Cardinality;True
Railroad-PT-100;14;CTL;Cardinality;False
Railroad-PT-100;15;CTL;Cardinality;False
Railroad-PT-100;16;CTL;Cardinality;False
Railroad-PT-100;1;CTL;Fireability;False
Railroad-PT-100;2;CTL;Fireability;False
Railroad-PT-100;3;CTL;Fireability;False
Railroad-PT-100;4;CTL;Fireability;False
Railroad-PT-100;5;CTL;Fireability;True
Railroad-PT-100;6;CTL;Fireability;True
Railroad-PT-100;7;CTL;Fireability;True
Railroad-PT-100;8;CTL;Fireability;False
Railroad-PT-100;9;CTL;Fireability;False
Railroad-PT-100;10;CTL;Fireability;True
Railroad-PT-100;11;CTL;Fireability;False
Railroad-PT-100;12;CTL;Fireability;False
Railroad-PT-100;13;CTL;Fireability;True
Railroad-PT-100;14;CTL;Fireability;False
Railroad-PT-100;15;CTL;Fireability;True
Railroad-PT-100;16;CTL;Fireability;False
Referendum-PT-0010;1;CTL;Cardinality;False
Referendum-PT-0010;2;CTL;Cardinality;False
Referendum-PT-0010;3;CTL;Cardinality;True
Referendum-PT-0010;4;CTL;Cardinality;False
Referendum-PT-0010;5;CTL;Cardinality;False
Referendum-PT-0010;6;CTL;Cardinality;True
Referendum-PT-0010;7;CTL;Cardinality;False
Referendum-PT-0010;8;CTL;Cardinality;False
Referendum-PT-0010;9;CTL;Cardinality;False
Referendum-PT-0010;10;CTL;Cardinality;False
Referendum-PT-0010;11;CTL;Cardinality;True
Referendum-PT-0010;12;CTL;Cardinality;True
Referendum-PT-0010;13;CTL;Cardinality;False
Referendum-PT-0010;14;CTL;Cardinality;True
Referendum-PT-0010;15;CTL;Cardinality;False
Referendum-PT-0010;16;CTL;Cardinality;True
Referendum-PT-0010;1;CTL;Fireability;True
Referendum-PT-0010;2;CTL;Fireability;False
Referendum-PT-0010;3;CTL;Fireability;True
Referendum-PT-0010;4;CTL;Fireability;True
Referendum-PT-0010;5;CTL;Fireability;True
Referendum-PT-0010;6;CTL;Fireability;False
Referendum-PT-0010;7;CTL;Fireability;True
Referendum-PT-0010;8;CTL;Fireability;True
Referendum-PT-0010;9;CTL;Fireability;False
Referendum-PT-0010;10;CTL;Fireability;True
Referendum-PT-0010;11;CTL;Fireability;True
Referendum-PT-0010;12;CTL;Fireability;True
Referendum-PT-0010;13;CTL;Fireability;False
Referendum-PT-0010;14;CTL;Fireability;True
Referendum-PT-0010;15;CTL;Fireability;True
Referendum-PT-0010;16;CTL;Fireability;False
Referendum-PT-0015;1;CTL;Cardinality;False
Referendum-PT-0015;2;CTL;Cardinality;True
Referendum-PT-0015;3;CTL;Cardinality;False
Referendum-PT-0015;4;CTL;Cardinality;False
Referendum-PT-0015;5;CTL;Cardinality;False
Referendum-PT-0015;6;CTL;Cardinality;False
Referendum-PT-0015;7;CTL;Cardinality;False
Referendum-PT-0015;8;CTL;Cardinality;False
Referendum-PT-0015;9;CTL;Cardinality;False
Referendum-PT-0015;10;CTL;Cardinality;True
Referendum-PT-0015;11;CTL;Cardinality;True
Referendum-PT-0015;12;CTL;Cardinality;True
Referendum-PT-0015;13;CTL;Cardinality;True
Referendum-PT-0015;14;CTL;Cardinality;True
Referendum-PT-0015;15;CTL;Cardinality;True
Referendum-PT-0015;16;CTL;Cardinality;True
Referendum-PT-0015;1;CTL;Fireability;True
Referendum-PT-0015;2;CTL;Fireability;False
Referendum-PT-0015;3;CTL;Fireability;False
Referendum-PT-0015;4;CTL;Fireability;True
Referendum-PT-0015;5;CTL;Fireability;False
Referendum-PT-0015;6;CTL;Fireability;False
Referendum-PT-0015;7;CTL;Fireability;True
Referendum-PT-0015;8;CTL;Fireability;False
Referendum-PT-0015;9;CTL;Fireability;False
Referendum-PT-0015;10;CTL;Fireability;False
Referendum-PT-0015;11;CTL;Fireability;True
Referendum-PT-0015;12;CTL;Fireability;True
Referendum-PT-0015;13;CTL;Fireability;False
Referendum-PT-0015;14;CTL;Fireability;True
Referendum-PT-0015;15;CTL;Fireability;False
Referendum-PT-0015;16;CTL;Fireability;True
Referendum-PT-0020;1;CTL;Cardinality;False
Referendum-PT-0020;2;CTL;Cardinality;False
Referendum-PT-0020;3;CTL;Cardinality;False
Referendum-PT-0020;4;CTL;Cardinality;False
Referendum-PT-0020;5;CTL;Cardinality;False
Referendum-PT-0020;6;CTL;Cardinality;False
Referendum-PT-0020;7;CTL;Cardinality;True
Referendum-PT-0020;8;CTL;Cardinality;False
Referendum-PT-0020;9;CTL;Cardinality;True
Referendum-PT-0020;10;CTL;Cardinality;False
Referendum-PT-0020;11;CTL;Cardinality;False
Referendum-PT-0020;12;CTL;Cardinality;False
Referendum-PT-0020;13;CTL;Cardinality;True
Referendum-PT-0020;14;CTL;Cardinality;False
Referendum-PT-0020;15;CTL;Cardinality;False
Referendum-PT-0020;16;CTL;Cardinality;True
Referendum-PT-0020;1;CTL;Fireability;False
Referendum-PT-0020;2;CTL;Fireability;True
Referendum-PT-0020;3;CTL;Fireability;True
Referendum-PT-0020;4;CTL;Fireability;False
Referendum-PT-0020;5;CTL;Fireability;False
Referendum-PT-0020;6;CTL;Fireability;False
Referendum-PT-0020;7;CTL;Fireability;True
Referendum-PT-0020;8;CTL;Fireability;False
Referendum-PT-0020;9;CTL;Fireability;True
Referendum-PT-0020;10;CTL;Fireability;True
Referendum-PT-0020;11;CTL;Fireability;False
Referendum-PT-0020;12;CTL;Fireability;False
Referendum-PT-0020;13;CTL;Fireability;False
Referendum-PT-0020;14;CTL;Fireability;True
Referendum-PT-0020;15;CTL;Fireability;True
Referendum-PT-0020;16;CTL;Fireability;True
Referendum-PT-0050;1;CTL;Cardinality;True
Referendum-PT-0050;2;CTL;Cardinality;False
Referendum-PT-0050;3;CTL;Cardinality;False
Referendum-PT-0050;4;CTL;Cardinality;True
Referendum-PT-0050;5;CTL;Cardinality;False
Referendum-PT-0050;6;CTL;Cardinality;True
Referendum-PT-0050;7;CTL;Cardinality;True
Referendum-PT-0050;8;CTL;Cardinality;False
Referendum-PT-0050;9;CTL;Cardinality;False
Referendum-PT-0050;10;CTL;Cardinality;False
Referendum-PT-0050;11;CTL;Cardinality;False
Referendum-PT-0050;12;CTL;Cardinality;True
Referendum-PT-0050;13;CTL;Cardinality;False
Referendum-PT-0050;14;CTL;Cardinality;True
Referendum-PT-0050;15;CTL;Cardinality;False
Referendum-PT-0050;16;CTL;Cardinality;True
Referendum-PT-0050;1;CTL;Fireability;True
Referendum-PT-0050;2;CTL;Fireability;False
Referendum-PT-0050;3;CTL;Fireability;True
Referendum-PT-0050;4;CTL;Fireability;True
Referendum-PT-0050;5;CTL;Fireability;False
Referendum-PT-0050;6;CTL;Fireability;False
Referendum-PT-0050;7;CTL;Fireability;False
Referendum-PT-0050;8;CTL;Fireability;False
Referendum-PT-0050;9;CTL;Fireability;True
Referendum-PT-0050;10;CTL;Fireability;False
Referendum-PT-0050;11;CTL;Fireability;True
Referendum-PT-0050;12;CTL;Fireability;False
Referendum-PT-0050;13;CTL;Fireability;False
Referendum-PT-0050;14;CTL;Fireability;True
Referendum-PT-0050;15;CTL;Fireability;False
Referendum-PT-0050;16;CTL;Fireability;True
Referendum-PT-0100;1;CTL;Cardinality;False
Referendum-PT-0100;2;CTL;Cardinality;True
Referendum-PT-0100;3;CTL;Cardinality;True
Referendum-PT-0100;4;CTL;Cardinality;False
Referendum-PT-0100;5;CTL;Cardinality;False
Referendum-PT-0100;6;CTL;Cardinality;True
Referendum-PT-0100;7;CTL;Cardinality;True
Referendum-PT-0100;8;CTL;Cardinality;False
Referendum-PT-0100;9;CTL;Cardinality;False
Referendum-PT-0100;10;CTL;Cardinality;False
Referendum-PT-0100;11;CTL;Cardinality;True
Referendum-PT-0100;12;CTL;Cardinality;False
Referendum-PT-0100;13;CTL;Cardinality;False
Referendum-PT-0100;14;CTL;Cardinality;True
Referendum-PT-0100;15;CTL;Cardinality;True
Referendum-PT-0100;16;CTL;Cardinality;False
Referendum-PT-0100;1;CTL;Fireability;False
Referendum-PT-0100;2;CTL;Fireability;False
Referendum-PT-0100;3;CTL;Fireability;True
Referendum-PT-0100;4;CTL;Fireability;True
Referendum-PT-0100;5;CTL;Fireability;False
Referendum-PT-0100;6;CTL;Fireability;True
Referendum-PT-0100;7;CTL;Fireability;False
Referendum-PT-0100;8;CTL;Fireability;False
Referendum-PT-0100;9;CTL;Fireability;False
